price,address,price_m2,rooms,toilets,direction,floors,property_legal_document,house_type,furnishing_sell,width,length,living_size,size
"4,30 tỷ","Đường Phan Tây Hồ, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","119,44 triệu/m²",5 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Bàn giao thô,3.5 m,,,
"9,95 tỷ",Cập nhật 1 ngày trước,"71,12 triệu/m²",nhiều hơn 10 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,139.9 m²
"2,60 tỷ","Phượng đồng, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội","81,25 triệu/m²",3 phòng,3 phòng,Tây,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"5,25 tỷ","Liên Khu 2-5, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","82,03 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.3 m,15 m,,64 m²
490 triệu,"Đường Quốc Lộ 50, Phường 5, Quận 8, Tp Hồ Chí Minh",35 triệu/m²,1 phòng,1 phòng,,1,Không có sổ,"Nhà ngõ, hẻm",,3.5 m,4 m,,
"2,55 tỷ",Cập nhật 1 ngày trước,102 triệu/m²,2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,25 m²
7 tỷ,"Đường Tống Duy Tân, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","67,31 triệu/m²",4 phòng,4 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,8 m,,,
"5,29 tỷ","Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","110,21 triệu/m²",3 phòng,2 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,4 m,12 m,,
"4,80 tỷ","Đường Lương Thế Vinh, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","85,71 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,14 m,,56 m²
"4,30 tỷ","Đường Trường Sa, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh","143,33 triệu/m²",2 phòng,2 phòng,Đông Nam,3,Đã có sổ,"Nhà ngõ, hẻm",Bàn giao thô,,,,
"7,30 tỷ","Đường Nguyễn Đình Chính, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh","125,86 triệu/m²",5 phòng,4 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.2 m,,,
"5,90 tỷ","Đường An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","93,65 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,16 m,,
"1,45 tỷ","118/22/23D, Hẻm 118 Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","103,57 triệu/m²",1 phòng,1 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3.3 m,4.3 m,,
"11,50 tỷ","Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","76,67 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,6 m,25 m,,
"3,30 tỷ","Đường Nguyễn Thị Minh Khai, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương","41,77 triệu/m²",3 phòng,2 phòng,Tây Bắc,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"2,39 tỷ","Đường Cách Mạng Tháng 8, Phường An Thới, Quận Bình Thuỷ, Cần Thơ","53,35 triệu/m²",2 phòng,2 phòng,Tây,1,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,,,,
"5,20 tỷ","Đường Quốc lộ 1, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","47,27 triệu/m²",5 phòng,5 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,5 m,22 m,,
"2,75 tỷ","Đường Tạ Quang Bửu, Phường 4, Quận 8, Tp Hồ Chí Minh","105,77 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.3 m,,,
1 tỷ,"., Xã An Tây, Thị xã Bến Cát, Bình Dương",10 triệu/m²,3 phòng,3 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,
"6,50 tỷ","5, Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","171,05 triệu/m²",6 phòng,5 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,4.3 m,,200 m²,
"11,90 tỷ","Đường Lê Quang Định, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","148,75 triệu/m²",4 phòng,4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,5.7 m,14 m,80 m²,
750 triệu,"Đường Đinh Đức Thiện, Xã Phước Lý, Huyện Cần Giuộc, Long An","6,25 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,6 m,20 m,,
"1,30 tỷ","Hẻm 48 Đường 165, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","24,44 triệu/m²",2 phòng,2 phòng,,,3,"Nhà ngõ, hẻm",,3.8 m,14 m,,
"5,60 tỷ","Đường Tên Lửa, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","93,33 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,15 m,,60 m²
"5,50 tỷ","111, Đường Tân Hóa, Phường 14, Quận 6, Tp Hồ Chí Minh","137,50 triệu/m²",3 phòng,1 phòng,Đông Bắc,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
"4,90 tỷ","Đường Lê Hồng Phong, Phường 3, Quận 5, Tp Hồ Chí Minh","125,64 triệu/m²",2 phòng,2 phòng,Tây Bắc,2,Đã có sổ,"Nhà ngõ, hẻm",,4 m,,,
"19,88 tỷ",Cập nhật 1 giờ trước,"225,91 triệu/m²",6 phòng,6 phòng,Nam,7,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
900 triệu,"Khu Phố Tân Phú 2 , Phường Tân Bình, Thành phố Dĩ An, Bình Dương",15 triệu/m²,3 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,5 m,,,
"1,99 tỷ","Đường Lê Đại Hành, Phường 7, Quận 11, Tp Hồ Chí Minh",199 triệu/m²,2 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.5 m,,,
9 tỷ,"Đường Phạm Văn Thuận, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai","52,63 triệu/m²",6 phòng,3 phòng,Tây Bắc,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
"2,60 tỷ",Cập nhật 1 giờ trước,"118,18 triệu/m²",3 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,44 m²,22 m²
"3,15 tỷ","quốc , Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","78,75 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,5 m,,,
"7,60 tỷ",Cập nhật 1 ngày trước,"97,44 triệu/m²",4 phòng,4 phòng,Đông,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"2,90 tỷ",Cập nhật 1 ngày trước,"31,35 triệu/m²",1 phòng,1 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,92.5 m²,92.5 m²
"3,45 tỷ","Đường Lê Thúc Hoạch, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","118,97 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,3.6 m,8 m,,29 m²
"4,70 tỷ","Đường Số 8, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","83,93 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,14 m,,
"4,70 tỷ","Đường Số 8, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","83,93 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,14 m,,
"4,95 tỷ","Đường Trần Quý Cáp, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",150 triệu/m²,4 phòng,2 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,3 m,11 m,,
"2,89 tỷ","2266, Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","80,28 triệu/m²",4 phòng,3 phòng,Đông Nam,3,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,,,,
105 tỷ,"9, Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","729,17 triệu/m²",nhiều hơn 10 phòng,,Tây Bắc,,Đã có sổ,"Nhà mặt phố, mặt tiền",,8.5 m,18 m,887 m²,
"3,50 tỷ","Phú hồng thịnh 8 , Bình Phước B, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương","54,69 triệu/m²",3 phòng,4 phòng,Đông Nam,2,Đã có sổ,,,,,,
"5,50 tỷ","Đường Lê Văn Lương, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",110 triệu/m²,3 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,13 m,59 m²,
"5,70 tỷ",Nguyễn Đình Chiểu,"167,16 triệu/m²",6 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,10.95 m,,,
"2,80 tỷ","Đường Nguyễn Tri Phương, Phường An Bình, Thành phố Dĩ An, Bình Dương",35 triệu/m²,6 phòng,6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,20 m,,80 m²
30 tỷ,Cập nhật 1 ngày trước,75 triệu/m²,10 phòng,Nhiều hơn 6 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,400 m²
"1,08 tỷ","Đường Hậu Giang, Phường 6, Quận 6, Tp Hồ Chí Minh","19,64 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,
"6,85 tỷ","Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","122,32 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,Nhà phố liền kề,Nội thất cao cấp,4.7 m,,,
"3,70 tỷ","Đường Số 2, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","54,41 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.5 m,15 m,,
3 tỷ,"88, Đường Nhựa, Phường Dĩ An, Thành phố Dĩ An, Bình Dương","42,13 triệu/m²",3 phòng,2 phòng,Đông Nam,2,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,
"7,30 tỷ","607, Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","71,57 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,3.2 m,,,
"5,19 tỷ",Cập nhật 1 ngày trước,"86,50 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,60 m²
"5,50 tỷ","Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội","157,14 triệu/m²",3 phòng,,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
"5,50 tỷ","66, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","188,36 triệu/m²",3 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,3.9 m,,150 m²,
"4,40 tỷ","Cách Mạng Tháng 8, Phường 15, Quận 10, Tp Hồ Chí Minh","123,25 triệu/m²",4 phòng,2 phòng,Đông Nam,3,Đã có sổ,"Nhà ngõ, hẻm",,4 m,,,
"7,80 tỷ","Đường Lương Thế Vinh, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","54,17 triệu/m²",1 phòng,1 phòng,Tây,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"5,60 tỷ","Nguyễn Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","82,35 triệu/m²",4 phòng,5 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,11 m,,,68 m²
"7,80 tỷ","Đường Lương Thế Vinh, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","54,17 triệu/m²",1 phòng,1 phòng,Tây,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"5,60 tỷ","Nguyễn Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","82,35 triệu/m²",4 phòng,5 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,11 m,,,68 m²
"5,50 tỷ","Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","84,62 triệu/m²",4 phòng,4 phòng,Đông,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
8 tỷ,"Đường Số 16, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","66,83 triệu/m²",1 phòng,1 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,24 m,,119.7 m²
"4,90 tỷ",Cập nhật 1 ngày trước,"132,43 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,37 m²
"1,59 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","58,89 triệu/m²",3 phòng,3 phòng,,2,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,3.8 m,7 m,,
"12,90 tỷ","Hẻm 51/4, Hẻm 51 Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","195,45 triệu/m²",5 phòng,,Đông Bắc,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"6,70 tỷ","Đường Số 11, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ","45,58 triệu/m²",3 phòng,2 phòng,Tây,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"4,50 tỷ",Cập nhật 1 ngày trước,90 triệu/m²,4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,50 m²
5 tỷ,Cập nhật 1 ngày trước,125 triệu/m²,4 phòng,,,,,"Nhà ngõ, hẻm",,,,,40 m²
"13,20 tỷ","Đường Trần Văn Kiểu, Phường 11, Quận 6, Tp Hồ Chí Minh",165 triệu/m²,6 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,20 m,,80 m²
"1,25 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","52,08 triệu/m²",2 phòng,2 phòng,,1,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,3 m,8 m,,
12 tỷ,"Song Hành, Phường 10, Quận 6, Tp Hồ Chí Minh","157,89 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,19 m,,76 m²
"7,50 tỷ","Quốc Lộ 1A, Thị trấn Chợ Lầu, Huyện Bắc Bình, Bình Thuận","2,19 triệu/m²",1 phòng,1 phòng,,,Đã có sổ,Nhà phố liền kề,,25 m,137 m,,3426 m²
"7,40 tỷ","40, Phường 10, Quận 6, Tp Hồ Chí Minh","154,17 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,12 m,,48 m²
"7,56 tỷ","Cư Xá Ra Đa, Phường 13, Quận 6, Tp Hồ Chí Minh","157,50 triệu/m²",5 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,3.5 m,15 m,,48 m²
"6,20 tỷ",Đường Lê Trực,"172,22 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,3 m,12 m,112 m²,36 m²
"3,98 tỷ","Đường Lê Liễu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","99,50 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5.5 m,7.5 m,,40 m²
"12,50 tỷ","Trần Văn Kiểu, Phường 11, Quận 6, Tp Hồ Chí Minh","164,47 triệu/m²",6 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,19 m,,76 m²
"1,05 tỷ",Cập nhật 2 giờ trước,105 triệu/m²,2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,10 m²
"1,45 tỷ","Đường Lê Văn Tao, Phường 2, Thành phố Tân An, Long An","35,89 triệu/m²",1 phòng,1 phòng,Đông Bắc,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,
"6,60 tỷ","177A/14, Đường Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh","134,69 triệu/m²",4 phòng,4 phòng,Đông Bắc,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"6,60 tỷ",Cập nhật 1 ngày trước,"70,97 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,93 m²
"2,36 tỷ","Đường Nguyễn Tri Phương, Phường 8, Quận 10, Tp Hồ Chí Minh",236 triệu/m²,3 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,6.5 m,,,
25 tỷ,"Đường Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh","178,57 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,5.5 m,,,
750 triệu,Cập nhật 6 giờ trước,"9,24 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
"3,25 tỷ","Đường Võ Oanh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","48,15 triệu/m²",4 phòng,5 phòng,,3,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,4.5 m,,,
"1,32 tỷ",Cập nhật 2 giờ trước,88 triệu/m²,2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,15 m²
"8,20 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","63,08 triệu/m²",4 phòng,4 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"2,70 tỷ","Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","168,75 triệu/m²",1 phòng,1 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4.7 m,3.5 m,40 m²,
"11,80 tỷ","Đường Cộng Hòa, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","151,28 triệu/m²",4 phòng,4 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
125 tỷ,Cập nhật 12 phút trước,"543,48 triệu/m²",5 phòng,Nhiều hơn 6 phòng,,8,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,230 m²
"6,95 tỷ","Phố Vũ Hữu, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","173,75 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3.5 m,,,
"4,95 tỷ","Đường Tôn Thất Thuyết, Phường 4, Quận 4, Tp Hồ Chí Minh","170,69 triệu/m²",2 phòng,3 phòng,Đông Nam,3,Đã có sổ,"Nhà ngõ, hẻm",,3.5 m,,,
"10,50 tỷ",Cập nhật 13 giờ trước,"194,44 triệu/m²",4 phòng,4 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,114 m²,54 m²
"13,80 tỷ","Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","209,09 triệu/m²",2 phòng,2 phòng,Tây Bắc,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"3,30 tỷ","ĐT 743C, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương","47,14 triệu/m²",2 phòng,2 phòng,Đông Bắc,2,Đã có sổ,Nhà phố liền kề,Hoàn thiện cơ bản,,,,
"1,35 tỷ",Cập nhật 2 giờ trước,135 triệu/m²,2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,10 m²
"3,49 tỷ","Đường số 15, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","87,25 triệu/m²",2 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3.5 m,,,
"4,20 tỷ","Đường Hương Lộ 3, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","87,50 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,12 m,,
"6,68 tỷ","Phố Nguyễn Lương Bằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","133,60 triệu/m²",5 phòng,5 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5.2 m,,,
"6,50 tỷ",Cập nhật 2 giờ trước,"108,33 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,60 m²
4 tỷ,"Đường Nguyễn Văn Cừ, Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ","62,50 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,16 m,128 m²,64 m²
"5,70 tỷ","Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",95 triệu/m²,2 phòng,2 phòng,,2,Đã có sổ,Nhà phố liền kề,,5 m,12 m,,
"2,65 tỷ","Đường Trần Bình Trọng, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh","110,42 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,3 m,8 m,,
"8,99 tỷ","Đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội","199,78 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,6.2 m,,,
8 tỷ,"Đường Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","121,21 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,16.5 m,,66 m²
"2,80 tỷ","Đường số 12, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","72,73 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.5 m,,,
"7,10 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",142 triệu/m²,4 phòng,4 phòng,,4,Đã có sổ,Nhà phố liền kề,Nội thất cao cấp,4.3 m,,,
"2,90 tỷ","Đường Ðiện Biên Phủ, Phường 11, Quận 3, Tp Hồ Chí Minh","120,83 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,6 m,,24 m²
"25,50 tỷ","Đường Số 6 Khu Dân cư Tấn Trường, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","157,41 triệu/m²",4 phòng,,,,Đã có sổ,Nhà biệt thự,,9 m,18 m,,162 m²
"2,70 tỷ","Đường Bình Quới, Phường 28, Quận Bình Thạnh, Tp Hồ Chí Minh","62,79 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.2 m,,,
"1,55 tỷ",Cập nhật 1 ngày trước,"17,61 triệu/m²",3 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,88 m²
"1,35 tỷ","Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",15 triệu/m²,3 phòng,3 phòng,Tây Nam,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"6,10 tỷ","Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","67,78 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,6 m,,,
12 tỷ,Cập nhật 2 giờ trước,75 triệu/m²,nhiều hơn 10 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,160 m²
"3,60 tỷ","Đường Phạm Văn Thuận, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai","56,25 triệu/m²",3 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.4 m,14.5 m,,
"9,20 tỷ","20, Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","150,82 triệu/m²",4 phòng,3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,4 m,,200 m²,
750 triệu,"Đường Xuân Thới Sơn 18, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",15 triệu/m²,3 phòng,2 phòng,Bắc,1,Đã có sổ,"Nhà ngõ, hẻm",,5 m,,,
"1,85 tỷ","Đường Yết Kiêu, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai","29,37 triệu/m²",4 phòng,2 phòng,Tây Bắc,2,Đang chờ sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"2,50 tỷ","Đường Hồ Thị Kỷ, Phường 1, Quận 10, Tp Hồ Chí Minh",125 triệu/m²,2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.1 m,,,
"13,50 tỷ","70, Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",50 triệu/m²,4 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,12 m,22 m,,270 m²
"8,99 tỷ",Cập nhật 1 ngày trước,"107,02 triệu/m²",4 phòng,6 phòng,Đông Bắc,3,Đã có sổ,Nhà phố liền kề,,,,,
8 tỷ,"Đường số 29, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","88,89 triệu/m²",1 phòng,,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,6 m,15 m,90 m²,
"16,80 tỷ","Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","145,45 triệu/m²",4 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5.5 m,21 m,,115.5 m²
"3,68 tỷ","Đường Quốc lộ 1, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","69,30 triệu/m²",4 phòng,,Tây Bắc,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.2 m,12.8 m,,
